hometeamname,awayteamname,season,winner_binary,home_teamscore,home_assists,home_reboundsdefensive,home_reboundsoffensive,home_reboundstotal,home_steals,home_blocks,home_turnovers,home_foulspersonal,home_fieldgoalsmade,home_fieldgoalsattempted,home_fieldgoalspercentage,home_threepointersmade,home_threepointersattempted,home_threepointerspercentage,home_freethrowsmade,home_freethrowsattempted,home_freethrowspercentage,home_plusminuspoints,away_teamscore,away_assists,away_reboundsdefensive,away_reboundsoffensive,away_reboundstotal,away_steals,away_blocks,away_turnovers,away_foulspersonal,away_fieldgoalsmade,away_fieldgoalsattempted,away_fieldgoalspercentage,away_threepointersmade,away_threepointersattempted,away_threepointerspercentage,away_freethrowsmade,away_freethrowsattempted,away_freethrowspercentage,away_plusminuspoints,home_number_of_picks,home_average_overall_pick,away_number_of_picks,away_average_overall_pick
Cavaliers,Nuggets,2014-2015,0,97.67,21.23,32.04,12.23,44.28,7.21,3.78,14.8,20.71,36.59,84.46,0.43,7.04,19.98,0.35,17.44,23.18,0.75,-3.16,103.39,22.25,33.19,12.33,45.52,7.51,5.58,16.18,23.45,38.1,85.89,0.44,8.22,23.36,0.35,18.97,26.37,0.72,-2.52,4.0,21.0,1.0,27.0
Lakers,Warriors,2014-2015,0,102.37,24.22,32.01,9.02,41.03,7.36,5.3,15.47,19.99,37.84,84.81,0.45,9.36,24.86,0.37,17.32,22.77,0.76,-5.87,103.54,23.35,33.97,11.1,45.07,8.01,4.99,15.55,22.31,39.08,85.39,0.46,9.33,24.73,0.38,16.04,21.47,0.75,4.0,1.0,48.0,,
Thunder,Rockets,2014-2015,0,104.91,21.41,33.9,10.92,44.81,7.94,6.15,15.46,22.79,38.27,82.27,0.47,7.85,22.44,0.35,20.51,25.44,0.8,5.06,107.87,21.39,34.08,11.62,45.71,7.63,5.57,16.13,21.18,38.19,81.32,0.47,9.51,26.69,0.35,21.99,30.73,0.72,4.73,3.0,24.333333333333332,1.0,34.0
Heat,Bucks,2014-2015,0,100.68,21.65,28.82,7.36,36.18,8.83,4.26,14.48,20.05,37.51,75.61,0.5,8.35,22.53,0.37,17.31,22.92,0.76,3.83,95.1,21.33,29.39,11.62,41.01,6.69,5.01,15.47,21.27,35.69,81.56,0.44,6.68,18.77,0.36,17.03,22.95,0.74,-7.78,,,2.0,29.0
Knicks,Nuggets,2014-2015,1,98.37,19.84,29.7,10.71,40.4,7.64,4.54,13.07,22.29,36.82,82.54,0.45,9.19,24.93,0.37,15.54,20.51,0.76,-1.22,103.39,22.25,33.19,12.33,45.52,7.51,5.58,16.18,23.45,38.1,85.89,0.44,8.22,23.36,0.35,18.97,26.37,0.72,-2.52,1.0,24.0,1.0,27.0
Warriors,Hornets,2014-2015,1,103.54,23.35,33.97,11.1,45.07,8.01,4.99,15.55,22.31,39.08,85.39,0.46,9.33,24.73,0.38,16.04,21.47,0.75,4.0,,,,,,,,,,,,,,,,,,,,,,,
Clippers,Suns,2014-2015,1,107.32,24.41,31.86,10.44,42.3,8.7,4.86,13.91,22.26,38.82,82.58,0.47,8.49,24.04,0.35,21.2,28.99,0.73,6.06,104.67,19.16,31.84,11.39,43.23,8.38,4.62,15.66,22.15,38.68,83.64,0.46,9.19,24.84,0.37,18.11,24.17,0.74,2.69,1.0,25.0,3.0,30.666666666666668
Trail Blazers,Nets,2014-2015,1,105.67,22.32,34.2,12.36,46.56,5.57,4.89,14.29,19.94,38.63,86.52,0.45,9.04,24.73,0.36,19.37,23.98,0.81,3.16,98.26,20.66,29.35,9.13,38.48,8.51,3.77,14.77,22.16,35.57,77.5,0.46,8.5,23.36,0.36,18.6,25.0,0.75,-0.31,4.0,33.5,1.0,22.0
Kings,Spurs,2014-2015,1,100.43,19.12,32.56,11.97,44.53,7.3,3.75,15.36,22.47,36.83,82.38,0.45,6.15,18.25,0.33,20.62,27.26,0.76,-2.22,105.36,24.57,33.81,9.23,43.04,7.53,4.72,14.24,18.68,40.23,82.86,0.49,8.57,21.41,0.4,16.34,20.92,0.78,7.37,2.0,21.5,2.0,43.0
Mavericks,Timberwolves,2014-2015,1,103.47,23.28,30.6,10.33,40.93,8.43,4.51,13.7,20.19,39.26,83.84,0.47,8.61,22.59,0.38,16.35,20.72,0.78,2.05,106.72,23.62,32.25,12.52,44.77,8.74,3.7,14.01,18.64,38.61,87.19,0.44,7.47,21.57,0.34,22.02,28.4,0.78,3.07,2.0,28.5,4.0,36.5
Bulls,Pacers,2014-2015,0,93.72,22.41,32.86,11.51,44.37,7.17,5.19,15.05,19.79,34.43,79.73,0.43,6.17,17.76,0.35,18.68,24.15,0.78,2.74,95.72,19.8,33.67,9.83,43.5,6.75,5.2,14.91,20.72,35.3,79.06,0.45,6.84,19.03,0.36,18.27,23.89,0.77,3.51,2.0,34.5,2.0,38.0
Grizzlies,Pistons,2014-2015,1,95.54,21.71,30.79,11.57,42.36,7.86,4.33,13.86,19.55,37.49,82.12,0.46,4.88,14.24,0.34,15.69,21.39,0.73,0.3,100.46,20.82,31.0,14.25,45.25,8.42,4.79,15.02,20.64,38.31,85.91,0.45,6.27,19.34,0.32,17.56,26.06,0.67,-3.36,3.0,52.0,3.0,33.666666666666664
Cavaliers,Hawks,2014-2015,1,97.67,21.23,32.04,12.23,44.28,7.21,3.78,14.8,20.71,36.59,84.46,0.43,7.04,19.98,0.35,17.44,23.18,0.75,-3.16,99.36,24.09,31.22,8.62,39.84,8.28,4.08,15.52,19.41,36.43,80.96,0.45,9.28,26.08,0.35,17.23,22.03,0.78,-1.24,4.0,21.0,4.0,33.0
Raptors,Jazz,2014-2015,1,101.02,20.73,31.43,11.26,42.69,6.98,4.08,14.7,23.5,36.1,80.91,0.45,8.4,23.02,0.36,20.42,25.89,0.79,3.21,94.72,20.36,30.49,11.17,41.66,6.96,4.56,14.92,21.03,35.83,81.39,0.44,6.61,19.08,0.35,16.44,22.23,0.74,-6.81,,,3.0,27.0
Wizards,Magic,2014-2015,1,99.1,22.71,31.61,10.93,42.54,8.27,4.76,14.79,20.69,37.93,83.68,0.45,7.62,20.59,0.37,15.62,21.55,0.72,1.76,96.46,20.88,32.27,10.03,42.3,7.73,4.5,15.41,20.86,36.87,82.78,0.45,6.83,19.54,0.35,15.89,20.94,0.76,-5.34,3.0,31.666666666666668,2.0,26.5
Lakers,Spurs,2014-2015,0,102.37,24.22,32.01,9.02,41.03,7.36,5.3,15.47,19.99,37.84,84.81,0.45,9.36,24.86,0.37,17.32,22.77,0.76,-5.87,105.36,24.57,33.81,9.23,43.04,7.53,4.72,14.24,18.68,40.23,82.86,0.49,8.57,21.41,0.4,16.34,20.92,0.78,7.37,1.0,48.0,2.0,43.0
Suns,Hornets,2014-2015,0,104.67,19.16,31.84,11.39,43.23,8.38,4.62,15.66,22.15,38.68,83.64,0.46,9.19,24.84,0.37,18.11,24.17,0.74,2.69,,,,,,,,,,,,,,,,,,,,3.0,30.666666666666668,,
Rockets,76ers,2014-2015,1,107.87,21.39,34.08,11.62,45.71,7.63,5.57,16.13,21.18,38.19,81.32,0.47,9.51,26.69,0.35,21.99,30.73,0.72,4.73,99.17,21.82,31.31,11.62,42.93,9.38,4.11,17.14,22.7,37.61,87.1,0.43,7.06,22.62,0.31,16.89,23.84,0.71,-10.27,1.0,34.0,3.0,29.333333333333332
Pelicans,Timberwolves,2014-2015,1,99.83,21.11,30.22,11.17,41.39,8.17,6.21,14.26,22.93,37.68,82.01,0.46,6.07,15.97,0.38,18.41,23.87,0.77,-1.66,106.72,23.62,32.25,12.52,44.77,8.74,3.7,14.01,18.64,38.61,87.19,0.44,7.47,21.57,0.34,22.02,28.4,0.78,3.07,1.0,6.0,4.0,36.5
Thunder,Pistons,2014-2015,0,104.91,21.41,33.9,10.92,44.81,7.94,6.15,15.46,22.79,38.27,82.27,0.47,7.85,22.44,0.35,20.51,25.44,0.8,5.06,100.46,20.82,31.0,14.25,45.25,8.42,4.79,15.02,20.64,38.31,85.91,0.45,6.27,19.34,0.32,17.56,26.06,0.67,-3.36,3.0,24.333333333333332,3.0,33.666666666666664
Hawks,Heat,2014-2015,1,99.36,24.09,31.22,8.62,39.84,8.28,4.08,15.52,19.41,36.43,80.96,0.45,9.28,26.08,0.35,17.23,22.03,0.78,-1.24,100.68,21.65,28.82,7.36,36.18,8.83,4.26,14.48,20.05,37.51,75.61,0.5,8.35,22.53,0.37,17.31,22.92,0.76,3.83,4.0,33.0,,
Celtics,Cavaliers,2014-2015,0,96.07,21.04,30.36,11.92,42.28,7.34,4.23,15.51,21.53,36.36,83.74,0.44,6.99,21.28,0.32,16.37,21.04,0.79,-4.13,97.67,21.23,32.04,12.23,44.28,7.21,3.78,14.8,20.71,36.59,84.46,0.43,7.04,19.98,0.35,17.44,23.18,0.75,-3.16,1.0,16.0,4.0,21.0
Knicks,Jazz,2014-2015,0,98.37,19.84,29.7,10.71,40.4,7.64,4.54,13.07,22.29,36.82,82.54,0.45,9.19,24.93,0.37,15.54,20.51,0.76,-1.22,94.72,20.36,30.49,11.17,41.66,6.96,4.56,14.92,21.03,35.83,81.39,0.44,6.61,19.08,0.35,16.44,22.23,0.74,-6.81,1.0,24.0,3.0,27.0
Pacers,Nuggets,2014-2015,0,95.72,19.8,33.67,9.83,43.5,6.75,5.2,14.91,20.72,35.3,79.06,0.45,6.84,19.03,0.36,18.27,23.89,0.77,3.51,103.39,22.25,33.19,12.33,45.52,7.51,5.58,16.18,23.45,38.1,85.89,0.44,8.22,23.36,0.35,18.97,26.37,0.72,-2.52,2.0,38.0,1.0,27.0
Magic,Bucks,2014-2015,1,96.46,20.88,32.27,10.03,42.3,7.73,4.5,15.41,20.86,36.87,82.78,0.45,6.83,19.54,0.35,15.89,20.94,0.76,-5.34,95.1,21.33,29.39,11.62,41.01,6.69,5.01,15.47,21.27,35.69,81.56,0.44,6.68,18.77,0.36,17.03,22.95,0.74,-7.78,2.0,26.5,2.0,29.0
Warriors,Nets,2014-2015,1,103.54,23.35,33.97,11.1,45.07,8.01,4.99,15.55,22.31,39.08,85.39,0.46,9.33,24.73,0.38,16.04,21.47,0.75,4.0,98.26,20.66,29.35,9.13,38.48,8.51,3.77,14.77,22.16,35.57,77.5,0.46,8.5,23.36,0.36,18.6,25.0,0.75,-0.31,,,1.0,22.0
Mavericks,76ers,2014-2015,1,103.47,23.28,30.6,10.33,40.93,8.43,4.51,13.7,20.19,39.26,83.84,0.47,8.61,22.59,0.38,16.35,20.72,0.78,2.05,99.17,21.82,31.31,11.62,42.93,9.38,4.11,17.14,22.7,37.61,87.1,0.43,7.06,22.62,0.31,16.89,23.84,0.71,-10.27,2.0,28.5,3.0,29.333333333333332
Grizzlies,Kings,2014-2015,1,95.54,21.71,30.79,11.57,42.36,7.86,4.33,13.86,19.55,37.49,82.12,0.46,4.88,14.24,0.34,15.69,21.39,0.73,0.3,100.43,19.12,32.56,11.97,44.53,7.3,3.75,15.36,22.47,36.83,82.38,0.45,6.15,18.25,0.33,20.62,27.26,0.76,-2.22,3.0,52.0,2.0,21.5
Raptors,Bulls,2014-2015,0,101.02,20.73,31.43,11.26,42.69,6.98,4.08,14.7,23.5,36.1,80.91,0.45,8.4,23.02,0.36,20.42,25.89,0.79,3.21,93.72,22.41,32.86,11.51,44.37,7.17,5.19,15.05,19.79,34.43,79.73,0.43,6.17,17.76,0.35,18.68,24.15,0.78,2.74,,,2.0,34.5
Timberwolves,Rockets,2014-2015,0,106.72,23.62,32.25,12.52,44.77,8.74,3.7,14.01,18.64,38.61,87.19,0.44,7.47,21.57,0.34,22.02,28.4,0.78,3.07,107.87,21.39,34.08,11.62,45.71,7.63,5.57,16.13,21.18,38.19,81.32,0.47,9.51,26.69,0.35,21.99,30.73,0.72,4.73,4.0,36.5,1.0,34.0
Nuggets,Trail Blazers,2014-2015,0,103.39,22.25,33.19,12.33,45.52,7.51,5.58,16.18,23.45,38.1,85.89,0.44,8.22,23.36,0.35,18.97,26.37,0.72,-2.52,105.67,22.32,34.2,12.36,46.56,5.57,4.89,14.29,19.94,38.63,86.52,0.45,9.04,24.73,0.36,19.37,23.98,0.81,3.16,1.0,27.0,4.0,33.5
Suns,Nets,2014-2015,1,104.67,19.16,31.84,11.39,43.23,8.38,4.62,15.66,22.15,38.68,83.64,0.46,9.19,24.84,0.37,18.11,24.17,0.74,2.69,98.26,20.66,29.35,9.13,38.48,8.51,3.77,14.77,22.16,35.57,77.5,0.46,8.5,23.36,0.36,18.6,25.0,0.75,-0.31,3.0,30.666666666666668,1.0,22.0
Pelicans,Lakers,2014-2015,1,99.83,21.11,30.22,11.17,41.39,8.17,6.21,14.26,22.93,37.68,82.01,0.46,6.07,15.97,0.38,18.41,23.87,0.77,-1.66,102.37,24.22,32.01,9.02,41.03,7.36,5.3,15.47,19.99,37.84,84.81,0.45,9.36,24.86,0.37,17.32,22.77,0.76,-5.87,1.0,6.0,1.0,48.0
Hawks,Jazz,2014-2015,1,99.36,24.09,31.22,8.62,39.84,8.28,4.08,15.52,19.41,36.43,80.96,0.45,9.28,26.08,0.35,17.23,22.03,0.78,-1.24,94.72,20.36,30.49,11.17,41.66,6.96,4.56,14.92,21.03,35.83,81.39,0.44,6.61,19.08,0.35,16.44,22.23,0.74,-6.81,4.0,33.0,3.0,27.0
Celtics,Thunder,2014-2015,0,96.07,21.04,30.36,11.92,42.28,7.34,4.23,15.51,21.53,36.36,83.74,0.44,6.99,21.28,0.32,16.37,21.04,0.79,-4.13,104.91,21.41,33.9,10.92,44.81,7.94,6.15,15.46,22.79,38.27,82.27,0.47,7.85,22.44,0.35,20.51,25.44,0.8,5.06,1.0,16.0,3.0,24.333333333333332
Heat,Pacers,2014-2015,0,100.68,21.65,28.82,7.36,36.18,8.83,4.26,14.48,20.05,37.51,75.61,0.5,8.35,22.53,0.37,17.31,22.92,0.76,3.83,95.72,19.8,33.67,9.83,43.5,6.75,5.2,14.91,20.72,35.3,79.06,0.45,6.84,19.03,0.36,18.27,23.89,0.77,3.51,,,2.0,38.0
Knicks,Magic,2014-2015,0,98.37,19.84,29.7,10.71,40.4,7.64,4.54,13.07,22.29,36.82,82.54,0.45,9.19,24.93,0.37,15.54,20.51,0.76,-1.22,96.46,20.88,32.27,10.03,42.3,7.73,4.5,15.41,20.86,36.87,82.78,0.45,6.83,19.54,0.35,15.89,20.94,0.76,-5.34,1.0,24.0,2.0,26.5
Wizards,Pistons,2014-2015,1,99.1,22.71,31.61,10.93,42.54,8.27,4.76,14.79,20.69,37.93,83.68,0.45,7.62,20.59,0.37,15.62,21.55,0.72,1.76,100.46,20.82,31.0,14.25,45.25,8.42,4.79,15.02,20.64,38.31,85.91,0.45,6.27,19.34,0.32,17.56,26.06,0.67,-3.36,3.0,31.666666666666668,3.0,33.666666666666664
Warriors,Spurs,2014-2015,0,103.54,23.35,33.97,11.1,45.07,8.01,4.99,15.55,22.31,39.08,85.39,0.46,9.33,24.73,0.38,16.04,21.47,0.75,4.0,105.36,24.57,33.81,9.23,43.04,7.53,4.72,14.24,18.68,40.23,82.86,0.49,8.57,21.41,0.4,16.34,20.92,0.78,7.37,,,2.0,43.0
Trail Blazers,Hornets,2014-2015,1,105.67,22.32,34.2,12.36,46.56,5.57,4.89,14.29,19.94,38.63,86.52,0.45,9.04,24.73,0.36,19.37,23.98,0.81,3.16,,,,,,,,,,,,,,,,,,,,4.0,33.5,,
Mavericks,Kings,2014-2015,1,103.47,23.28,30.6,10.33,40.93,8.43,4.51,13.7,20.19,39.26,83.84,0.47,8.61,22.59,0.38,16.35,20.72,0.78,2.05,100.43,19.12,32.56,11.97,44.53,7.3,3.75,15.36,22.47,36.83,82.38,0.45,6.15,18.25,0.33,20.62,27.26,0.76,-2.22,2.0,28.5,2.0,21.5
Grizzlies,Lakers,2014-2015,1,95.54,21.71,30.79,11.57,42.36,7.86,4.33,13.86,19.55,37.49,82.12,0.46,4.88,14.24,0.34,15.69,21.39,0.73,0.3,102.37,24.22,32.01,9.02,41.03,7.36,5.3,15.47,19.99,37.84,84.81,0.45,9.36,24.86,0.37,17.32,22.77,0.76,-5.87,3.0,52.0,1.0,48.0
Bucks,Thunder,2014-2015,1,95.1,21.33,29.39,11.62,41.01,6.69,5.01,15.47,21.27,35.69,81.56,0.44,6.68,18.77,0.36,17.03,22.95,0.74,-7.78,104.91,21.41,33.9,10.92,44.81,7.94,6.15,15.46,22.79,38.27,82.27,0.47,7.85,22.44,0.35,20.51,25.44,0.8,5.06,2.0,29.0,3.0,24.333333333333332
Raptors,Magic,2014-2015,1,101.02,20.73,31.43,11.26,42.69,6.98,4.08,14.7,23.5,36.1,80.91,0.45,8.4,23.02,0.36,20.42,25.89,0.79,3.21,96.46,20.88,32.27,10.03,42.3,7.73,4.5,15.41,20.86,36.87,82.78,0.45,6.83,19.54,0.35,15.89,20.94,0.76,-5.34,,,2.0,26.5
Clippers,Spurs,2014-2015,0,107.32,24.41,31.86,10.44,42.3,8.7,4.86,13.91,22.26,38.82,82.58,0.47,8.49,24.04,0.35,21.2,28.99,0.73,6.06,105.36,24.57,33.81,9.23,43.04,7.53,4.72,14.24,18.68,40.23,82.86,0.49,8.57,21.41,0.4,16.34,20.92,0.78,7.37,1.0,25.0,2.0,43.0
Bulls,Pistons,2014-2015,1,93.72,22.41,32.86,11.51,44.37,7.17,5.19,15.05,19.79,34.43,79.73,0.43,6.17,17.76,0.35,18.68,24.15,0.78,2.74,100.46,20.82,31.0,14.25,45.25,8.42,4.79,15.02,20.64,38.31,85.91,0.45,6.27,19.34,0.32,17.56,26.06,0.67,-3.36,2.0,34.5,3.0,33.666666666666664
Knicks,Hawks,2014-2015,0,98.37,19.84,29.7,10.71,40.4,7.64,4.54,13.07,22.29,36.82,82.54,0.45,9.19,24.93,0.37,15.54,20.51,0.76,-1.22,99.36,24.09,31.22,8.62,39.84,8.28,4.08,15.52,19.41,36.43,80.96,0.45,9.28,26.08,0.35,17.23,22.03,0.78,-1.24,1.0,24.0,4.0,33.0
Cavaliers,Pelicans,2014-2015,1,97.67,21.23,32.04,12.23,44.28,7.21,3.78,14.8,20.71,36.59,84.46,0.43,7.04,19.98,0.35,17.44,23.18,0.75,-3.16,99.83,21.11,30.22,11.17,41.39,8.17,6.21,14.26,22.93,37.68,82.01,0.46,6.07,15.97,0.38,18.41,23.87,0.77,-1.66,4.0,21.0,1.0,6.0
Pacers,Jazz,2014-2015,1,95.72,19.8,33.67,9.83,43.5,6.75,5.2,14.91,20.72,35.3,79.06,0.45,6.84,19.03,0.36,18.27,23.89,0.77,3.51,94.72,20.36,30.49,11.17,41.66,6.96,4.56,14.92,21.03,35.83,81.39,0.44,6.61,19.08,0.35,16.44,22.23,0.74,-6.81,2.0,38.0,3.0,27.0
Lakers,Hornets,2014-2015,1,102.37,24.22,32.01,9.02,41.03,7.36,5.3,15.47,19.99,37.84,84.81,0.45,9.36,24.86,0.37,17.32,22.77,0.76,-5.87,,,,,,,,,,,,,,,,,,,,1.0,48.0,,
Trail Blazers,Nuggets,2014-2015,1,105.67,22.32,34.2,12.36,46.56,5.57,4.89,14.29,19.94,38.63,86.52,0.45,9.04,24.73,0.36,19.37,23.98,0.81,3.16,103.39,22.25,33.19,12.33,45.52,7.51,5.58,16.18,23.45,38.1,85.89,0.44,8.22,23.36,0.35,18.97,26.37,0.72,-2.52,4.0,33.5,1.0,27.0
Suns,Warriors,2014-2015,1,104.67,19.16,31.84,11.39,43.23,8.38,4.62,15.66,22.15,38.68,83.64,0.46,9.19,24.84,0.37,18.11,24.17,0.74,2.69,103.54,23.35,33.97,11.1,45.07,8.01,4.99,15.55,22.31,39.08,85.39,0.46,9.33,24.73,0.38,16.04,21.47,0.75,4.0,3.0,30.666666666666668,,
Mavericks,Heat,2014-2015,0,103.47,23.28,30.6,10.33,40.93,8.43,4.51,13.7,20.19,39.26,83.84,0.47,8.61,22.59,0.38,16.35,20.72,0.78,2.05,100.68,21.65,28.82,7.36,36.18,8.83,4.26,14.48,20.05,37.51,75.61,0.5,8.35,22.53,0.37,17.31,22.92,0.76,3.83,2.0,28.5,,
Thunder,Kings,2014-2015,1,104.91,21.41,33.9,10.92,44.81,7.94,6.15,15.46,22.79,38.27,82.27,0.47,7.85,22.44,0.35,20.51,25.44,0.8,5.06,100.43,19.12,32.56,11.97,44.53,7.3,3.75,15.36,22.47,36.83,82.38,0.45,6.15,18.25,0.33,20.62,27.26,0.76,-2.22,3.0,24.333333333333332,2.0,21.5
Raptors,76ers,2014-2015,1,101.02,20.73,31.43,11.26,42.69,6.98,4.08,14.7,23.5,36.1,80.91,0.45,8.4,23.02,0.36,20.42,25.89,0.79,3.21,99.17,21.82,31.31,11.62,42.93,9.38,4.11,17.14,22.7,37.61,87.1,0.43,7.06,22.62,0.31,16.89,23.84,0.71,-10.27,,,3.0,29.333333333333332
Pistons,Jazz,2014-2015,0,100.46,20.82,31.0,14.25,45.25,8.42,4.79,15.02,20.64,38.31,85.91,0.45,6.27,19.34,0.32,17.56,26.06,0.67,-3.36,94.72,20.36,30.49,11.17,41.66,6.96,4.56,14.92,21.03,35.83,81.39,0.44,6.61,19.08,0.35,16.44,22.23,0.74,-6.81,3.0,33.666666666666664,3.0,27.0
Nets,Magic,2014-2015,1,98.26,20.66,29.35,9.13,38.48,8.51,3.77,14.77,22.16,35.57,77.5,0.46,8.5,23.36,0.36,18.6,25.0,0.75,-0.31,96.46,20.88,32.27,10.03,42.3,7.73,4.5,15.41,20.86,36.87,82.78,0.45,6.83,19.54,0.35,15.89,20.94,0.76,-5.34,1.0,22.0,2.0,26.5
